DT,Open,High,Low,Close,Volume,Date
2019-10-29T04:00:00.000Z,103.31,103.74,102.58,103.48,70706056,20191029000000000
2019-10-30T04:00:00.000Z,103.35,103.8,102.51,102.92,38993731,20191030000000000
2019-10-31T04:00:00.000Z,102.63,103.23,102.33,103,44606069,20191031000000000
2019-11-01T04:00:00.000Z,103.69,103.79,103.07,103.38,49954230,20191101000000000
2019-11-04T05:00:00.000Z,104.34,104.44,103.36,104.02,57376051,20191104000000000
2019-11-05T05:00:00.000Z,103.51,103.6,102.87,103.11,44293403,20191105000000000
2019-11-06T05:00:00.000Z,102.58,103.15,102.5,103.06,39031175,20191106000000000
2019-11-07T05:00:00.000Z,102.57,103.34,102.21,102.9,65922571,20191107000000000
2019-11-08T05:00:00.000Z,102.23,102.68,102.01,102.43,64486312,20191108000000000
2019-11-11T05:00:00.000Z,101.82,102.16,101.16,102.03,44114293,20191111000000000
2019-11-12T05:00:00.000Z,101.67,102.4,101.19,102.15,46643173,20191112000000000
2019-11-13T05:00:00.000Z,102.44,103.05,102.12,102.91,55816815,20191113000000000
2019-11-14T05:00:00.000Z,102.1,102.47,101.99,102.47,45105175,20191114000000000
2019-11-15T05:00:00.000Z,102.27,103.45,102.07,102.07,40193088,20191115000000000
2019-11-18T05:00:00.000Z,100.96,101.59,100.8,101.5,62880532,20191118000000000
2019-11-19T05:00:00.000Z,101.48,101.74,100.66,100.83,44658221,20191119000000000
2019-11-20T05:00:00.000Z,101.85,102.19,101.03,101.4,38654892,20191120000000000
2019-11-21T05:00:00.000Z,101.59,101.82,101.21,101.42,43394477,20191121000000000
2019-11-22T05:00:00.000Z,101.46,102.2,100.94,101.68,52405155,20191122000000000
2019-11-25T05:00:00.000Z,101.24,101.52,100.64,100.7,45017547,20191125000000000
2019-11-26T05:00:00.000Z,101.34,101.41,100.45,101.21,69076342,20191126000000000
2019-11-27T05:00:00.000Z,101.29,101.74,100.89,101.11,41305541,20191127000000000
2019-11-29T05:00:00.000Z,101.4,101.61,100.81,101.27,49893912,20191129000000000
2019-12-02T05:00:00.000Z,101.18,101.67,101.1,101.47,56695703,20191202000000000
2019-12-03T05:00:00.000Z,101.75,101.94,100.89,101.24,42565592,20191203000000000
2019-12-04T05:00:00.000Z,99.88,101.32,99.79,100.97,54764665,20191204000000000
2019-12-05T05:00:00.000Z,99.47,100.08,98.83,100,46966668,20191205000000000
2019-12-06T05:00:00.000Z,101.08,101.51,100.31,100.95,46636451,20191206000000000
2019-12-09T05:00:00.000Z,101.29,102.3,101.29,101.66,56712386,20191209000000000
2019-12-10T05:00:00.000Z,102.71,103.07,101.96,102.18,60759263,20191210000000000
2019-12-11T05:00:00.000Z,102.39,102.39,101.36,101.66,41758309,20191211000000000
2019-12-12T05:00:00.000Z,102.72,102.83,101.78,101.97,37385279,20191212000000000
2019-12-13T05:00:00.000Z,102.52,102.63,101.12,102.02,45631088,20191213000000000
2019-12-16T05:00:00.000Z,101.56,102.1,101.35,101.61,50194038,20191216000000000
2019-12-17T05:00:00.000Z,102.34,103.05,101.92,102.22,36326427,20191217000000000
2019-12-18T05:00:00.000Z,102.08,102.14,102.07,102.09,34541758,20191218000000000
2019-12-19T05:00:00.000Z,102.02,103.24,101.78,102.96,40550204,20191219000000000
2019-12-20T05:00:00.000Z,103.48,104.73,103.48,103.82,44273600,20191220000000000
2019-12-23T05:00:00.000Z,101.94,103.18,101.94,103,57552238,20191223000000000
2019-12-24T05:00:00.000Z,101.6,102.27,100.84,102.03,60007279,20191224000000000
2019-12-26T05:00:00.000Z,101.3,101.64,100.63,101.05,41984197,20191226000000000
2019-12-27T05:00:00.000Z,101.43,102.27,101.39,101.84,57042627,20191227000000000
2019-12-30T05:00:00.000Z,104.12,104.47,102.8,102.8,32327325,20191230000000000
2019-12-31T05:00:00.000Z,103.29,103.91,102.85,103.36,65624590,20191231000000000
2020-01-02T05:00:00.000Z,104.26,104.73,103.94,104.01,46876038,20200102000000000
2020-01-03T05:00:00.000Z,103.82,104.25,103.31,103.45,51943870,20200103000000000
2020-01-06T05:00:00.000Z,102.93,103.06,102.16,102.9,49321312,20200106000000000
2020-01-07T05:00:00.000Z,102.13,103.03,101.77,101.96,46006512,20200107000000000
2020-01-08T05:00:00.000Z,101.35,102.43,101.08,101.08,55055767,20200108000000000
2020-01-09T05:00:00.000Z,100.85,101.2,100.11,101.03,48388682,20200109000000000
2020-01-10T05:00:00.000Z,100.87,101.14,100.38,100.9,47765434,20200110000000000
2020-01-13T05:00:00.000Z,101.73,101.99,101.04,101.74,42381990,20200113000000000
2020-01-14T05:00:00.000Z,101.13,101.47,100.65,100.78,48879252,20200114000000000
2020-01-15T05:00:00.000Z,100.03,100.86,99.83,100.16,36113547,20200115000000000
2020-01-16T05:00:00.000Z,100.35,100.73,99.75,99.75,58649958,20200116000000000
2020-01-17T05:00:00.000Z,100.51,100.62,99.78,100.14,44358358,20200117000000000
2020-01-21T05:00:00.000Z,99.04,100.02,98.99,99.78,38573519,20200121000000000
2020-01-22T05:00:00.000Z,98.9,99.66,98.1,99.46,38964681,20200122000000000
2020-01-23T05:00:00.000Z,100.39,100.71,99.57,99.78,43743229,20200123000000000
2020-01-24T05:00:00.000Z,99.12,99.52,98.94,99.38,56825248,20200124000000000
2020-01-27T05:00:00.000Z,99.14,99.45,98.95,99.45,52329726,20200127000000000
2020-01-28T05:00:00.000Z,100.25,100.48,99.54,99.73,51141283,20200128000000000
2020-01-29T05:00:00.000Z,99.22,99.83,98.96,99.5,38210074,20200129000000000
2020-01-30T05:00:00.000Z,99.74,99.82,98.34,99.71,46068313,20200130000000000
2020-01-31T05:00:00.000Z,101.41,101.78,100.35,100.64,61394143,20200131000000000
2020-02-03T05:00:00.000Z,99.83,101.13,99.72,100.26,51259502,20200203000000000
2020-02-04T05:00:00.000Z,100.69,100.84,99.69,100.65,35823529,20200204000000000
2020-02-05T05:00:00.000Z,100.26,100.42,99.66,99.94,48562941,20200205000000000
2020-02-06T05:00:00.000Z,98.72,99.94,98.48,99.15,57538830,20200206000000000
2020-02-07T05:00:00.000Z,98.5,99.39,98.38,98.99,46029084,20200207000000000
2020-02-10T05:00:00.000Z,98.16,98.94,98.03,98.76,53047507,20200210000000000
2020-02-11T05:00:00.000Z,99.03,99.78,98.52,99.44,51435975,20200211000000000
2020-02-12T05:00:00.000Z,99.15,99.25,97.91,98.58,47134538,20200212000000000
2020-02-13T05:00:00.000Z,98,98.78,97.64,98.26,38053742,20200213000000000
2020-02-14T05:00:00.000Z,97.94,98.44,97.58,97.8,47816969,20200214000000000
2020-02-17T05:00:00.000Z,97.27,97.33,96.78,97.33,44867436,20200217000000000
2020-02-18T05:00:00.000Z,97.22,97.68,96.63,97.61,39359022,20200218000000000
2020-02-19T05:00:00.000Z,98.81,99,97.71,97.93,43232993,20200219000000000
2020-02-20T05:00:00.000Z,97.97,98.48,97.85,97.94,44557702,20200220000000000
2020-02-21T05:00:00.000Z,98.61,99.12,98.19,98.7,39848750,20200221000000000
2020-02-24T05:00:00.000Z,99.13,99.35,98.1,98.49,43806337,20200224000000000
2020-02-25T05:00:00.000Z,98.15,98.8,97.87,98.14,54024538,20200225000000000
2020-02-26T05:00:00.000Z,98.61,99.05,98.34,98.76,43810370,20200226000000000
2020-02-27T05:00:00.000Z,99.83,99.83,98.72,99.44,35309238,20200227000000000
2020-02-28T05:00:00.000Z,98.52,99.39,98.41,98.93,43211106,20200228000000000
2020-03-02T05:00:00.000Z,99.97,100.07,98.84,98.84,43114019,20200302000000000
2020-03-03T05:00:00.000Z,98.45,98.71,97.89,98.63,38086709,20200303000000000
2020-03-04T05:00:00.000Z,97.43,98.37,97.43,97.99,54858246,20200304000000000
2020-03-05T05:00:00.000Z,98.33,98.75,97.44,98.13,59505740,20200305000000000
2020-03-06T05:00:00.000Z,96.81,97.61,96.68,97.48,44377012,20200306000000000
2020-03-09T04:00:00.000Z,97.72,98.19,97.68,97.68,28057715,20200309000000000
2020-03-10T04:00:00.000Z,98.15,98.15,96.89,97.04,45971577,20200310000000000
2020-03-11T04:00:00.000Z,97.12,97.26,96.27,96.82,47181895,20200311000000000
2020-03-12T04:00:00.000Z,95.93,96.73,95.68,95.92,47399767,20200312000000000
2020-03-13T04:00:00.000Z,97.43,97.59,96.34,96.52,65664371,20200313000000000
2020-03-16T04:00:00.000Z,97.1,97.52,96.53,96.53,43914619,20200316000000000
2020-03-17T04:00:00.000Z,96.1,96.78,96.1,96.5,59086956,20200317000000000
2020-03-18T04:00:00.000Z,96.17,96.6,95.73,96.17,57157649,20200318000000000
2020-03-19T04:00:00.000Z,95.93,96.82,95.93,96.23,64438473,20200319000000000
2020-03-20T04:00:00.000Z,95.32,95.81,94.81,95.64,48282849,20200320000000000
2020-03-23T04:00:00.000Z,96.21,96.49,95.96,96.12,58153550,20200323000000000
2020-03-24T04:00:00.000Z,96.04,96.57,96.01,96.49,34981493,20200324000000000
2020-03-25T04:00:00.000Z,95.6,95.67,95.05,95.5,34633096,20200325000000000
2020-03-26T04:00:00.000Z,95.22,95.28,94.39,95.19,35001490,20200326000000000
2020-03-27T04:00:00.000Z,95.18,95.46,94.74,94.89,57987991,20200327000000000
2020-03-30T04:00:00.000Z,94.86,95.01,94.7,94.85,38894480,20200330000000000
2020-03-31T04:00:00.000Z,94.78,95.02,93.86,94.29,50668502,20200331000000000
2020-04-01T04:00:00.000Z,93.62,94,93.56,93.93,27348022,20200401000000000
2020-04-02T04:00:00.000Z,93.29,93.57,92.63,92.95,49221237,20200402000000000
2020-04-03T04:00:00.000Z,93.06,93.53,92.75,93.2,58914928,20200403000000000
2020-04-06T04:00:00.000Z,91.67,92.99,91.58,92.99,66518512,20200406000000000
2020-04-07T04:00:00.000Z,93.97,94.19,93.58,93.61,50685847,20200407000000000
2020-04-08T04:00:00.000Z,94.53,94.6,93.79,93.92,49120820,20200408000000000
2020-04-09T04:00:00.000Z,95.85,96.08,94.66,94.9,45372505,20200409000000000
2020-04-13T04:00:00.000Z,95.06,95.55,94.6,94.76,49288565,20200413000000000
2020-04-14T04:00:00.000Z,94.71,95.3,94.38,94.89,45651076,20200414000000000
2020-04-15T04:00:00.000Z,94.23,95.06,93.81,94.57,51730307,20200415000000000
2020-04-16T04:00:00.000Z,93.43,94.49,93.36,94.49,44352908,20200416000000000
2020-04-17T04:00:00.000Z,94.41,94.62,93.57,94.21,48343564,20200417000000000
2020-04-20T04:00:00.000Z,94.15,95.06,93.72,94.37,50719695,20200420000000000
2020-04-21T04:00:00.000Z,95.22,95.88,95.03,95.03,55923925,20200421000000000
2020-04-22T04:00:00.000Z,94.54,94.95,93.89,94.79,59316640,20200422000000000
2020-04-23T04:00:00.000Z,94.45,94.8,94.08,94.27,40670259,20200423000000000
2020-04-24T04:00:00.000Z,94.35,94.94,94.1,94.85,54813610,20200424000000000
2020-04-27T04:00:00.000Z,94.34,95.17,94.13,94.13,48427709,20200427000000000
2020-04-28T04:00:00.000Z,93.49,94.18,93.09,93.2,51804959,20200428000000000
2020-04-29T04:00:00.000Z,91.43,92.69,91.29,92.51,41437859,20200429000000000
2020-04-30T04:00:00.000Z,92.39,92.77,91.6,92.54,47374577,20200430000000000
2020-05-01T04:00:00.000Z,93,93.18,91.74,92.79,46899328,20200501000000000
2020-05-04T04:00:00.000Z,92.7,93.37,92.36,92.88,58548073,20200504000000000
2020-05-05T04:00:00.000Z,92.06,92.84,91.9,91.9,39680402,20200505000000000
2020-05-06T04:00:00.000Z,91.45,91.86,91,91.53,53412097,20200506000000000
2020-05-07T04:00:00.000Z,91.58,92.04,91.14,91.14,46370870,20200507000000000
2020-05-08T04:00:00.000Z,91.67,91.67,90.99,90.99,63464831,20200508000000000
2020-05-11T04:00:00.000Z,89.68,90.34,89.19,90.18,42397556,20200511000000000
2020-05-12T04:00:00.000Z,90.42,90.99,89.9,89.98,50210018,20200512000000000
2020-05-13T04:00:00.000Z,89.84,90.47,89.5,89.73,39281982,20200513000000000
2020-05-14T04:00:00.000Z,90.29,90.54,89.47,90.33,57323606,20200514000000000
2020-05-15T04:00:00.000Z,90.24,90.35,89.73,89.79,53348151,20200515000000000
2020-05-18T04:00:00.000Z,88.93,89.72,88.53,89.72,40653387,20200518000000000
2020-05-19T04:00:00.000Z,89.63,90.33,89.18,90.15,54745927,20200519000000000
2020-05-20T04:00:00.000Z,91.41,91.52,90.51,90.51,29420660,20200520000000000
2020-05-21T04:00:00.000Z,89.96,90.65,89.22,90.5,53090182,20200521000000000
2020-05-22T04:00:00.000Z,90.71,91.46,90.66,91.13,57384516,20200522000000000
2020-05-26T04:00:00.000Z,90.84,91.25,89.97,90.19,53034512,20200526000000000
